teacher_decision,teacher_comment,row_number,question_external_id,topic_slug,topic_title,difficulty,format,adaptive_tier,review_priority,review_flags,staging_status,source_kind,source_file_name,source_locator,objective_codes,question_family_code,selection_weight,asset_count,assets,stem,options_or_prompt,correct_answer,markscheme_points,explanation,teacher_notes,tags,max_marks,dedupe_fingerprint
approve,Owner approved full reviewed bank for technical import preparation on 2026-05-04.,792,cyberspace-network-security-and-data-transfer.practice_bank.topic_07_08_cyberspace_cloud.q036,cyberspace-network-security-and-data-transfer,"Cyberspace, network security and data transfer",easy,true_false,support,medium,practice_question_needs_source_normalization,ready_for_review,practice_bank,topic_07_08_cyberspace_cloud.md,"Sources: Factfile Unit 1 - Cyberspace, Factfile Unit 1 - Network Security and Data Transfer",cyberspace-network-security-and-data-transfer.data-transfer-protocols,cyberspace-network-security-and-data-transfer.https-suitable-use.identify,1.0,0,,HTTPS is suitable for use with online banking because it encrypts the link between the computer and the server.,,True,True,"The statement is true. This question checks whether you can recognise the role and purpose of FTP, HTTP and HTTPS.",First-pass explanation generated from answer and mapped objective; review before approval.,true-false,1,5a9bdda3745d264b
approve,Owner approved full reviewed bank for technical import preparation on 2026-05-04.,793,cyberspace-network-security-and-data-transfer.practice_bank.topic_07_08_cyberspace_cloud.q037,cyberspace-network-security-and-data-transfer,"Cyberspace, network security and data transfer",easy,short_text,support,medium,practice_question_needs_source_normalization,ready_for_review,practice_bank,topic_07_08_cyberspace_cloud.md,"Sources: Factfile Unit 1 - Cyberspace, Factfile Unit 1 - Network Security and Data Transfer",cyberspace-network-security-and-data-transfer.data-transfer-protocols,cyberspace-network-security-and-data-transfer.protocol-top-http.choose,1.0,0,,Name the protocol on top of which HTTP runs.,,TCP/IP,TCP/IP,"An accepted answer is TCP/IP (Transmission Control Protocol/Internet Protocol). This question checks whether you can recognise the role and purpose of FTP, HTTP and HTTPS.",First-pass explanation generated from answer and mapped objective; review before approval.,short-factual,1,dbf09a1a1cd61a6d
approve,Owner approved full reviewed bank for technical import preparation on 2026-05-04.,795,cyberspace-network-security-and-data-transfer.practice_bank.topic_07_08_cyberspace_cloud.q039,cyberspace-network-security-and-data-transfer,"Cyberspace, network security and data transfer",easy,mcq,support,medium,practice_question_needs_source_normalization,ready_for_review,practice_bank,topic_07_08_cyberspace_cloud.md,"Sources: Factfile Unit 1 - Cyberspace, Factfile Unit 1 - Network Security and Data Transfer",cyberspace-network-security-and-data-transfer.encryption-and-access-control | cyberspace-network-security-and-data-transfer.protection-measures,cyberspace-network-security-and-data-transfer.protection-method-ensures.choose,1.0,0,,"Which protection method ensures that, within an organisation, a manager can install software while ordinary users can only use software and files in their own area?",A. Levels of access | B. Firewalls | C. Encryption | D. Backup,A. Levels of access,A,"The correct option is Levels of access. This question checks whether you can explain encryption and controlled access to data on networks. It also checks whether you can explain how passwords, backups, firewalls and access levels help protect data and networks.",First-pass explanation generated from answer and mapped objective; review before approval.,multiple-choice,1,92d276fa234a53ba
approve,Owner approved full reviewed bank for technical import preparation on 2026-05-04.,796,cyberspace-network-security-and-data-transfer.practice_bank.topic_07_08_cyberspace_cloud.q040,cyberspace-network-security-and-data-transfer,"Cyberspace, network security and data transfer",easy,mcq,support,medium,practice_question_needs_source_normalization,ready_for_review,practice_bank,topic_07_08_cyberspace_cloud.md,"Sources: Factfile Unit 1 - Cyberspace, Factfile Unit 1 - Network Security and Data Transfer",cyberspace-network-security-and-data-transfer.protection-measures,cyberspace-network-security-and-data-transfer.firewall-when-detects.choose,1.0,0,,What does a firewall do when it detects a piece of code that is not legitimate or from a trusted source?,A. It backs up the suspicious data to an archive | B. It encrypts the traffic and forwards it to the user | C. It stops the traffic getting into the network | D. It sends a warning email to the network manager,C. It stops the traffic getting into the network,C,"The correct option is It stops the traffic getting into the network. This question checks whether you can explain how passwords, backups, firewalls and access levels help protect data and networks.",First-pass explanation generated from answer and mapped objective; review before approval.,multiple-choice,1,e894dcbd0480f2ae
approve,Owner approved full reviewed bank for technical import preparation on 2026-05-04.,287,cyberspace-network-security-and-data-transfer.past_paper.topics_07_08_09.q001,cyberspace-network-security-and-data-transfer,"Cyberspace, network security and data transfer",medium,mcq,core,low,,ready_for_review,past_paper,topics_07_08_09.md,"2018 Q1(e), kept as original MCQ",cyberspace-network-security-and-data-transfer.encryption-and-access-control,cyberspace-network-security-and-data-transfer.select-statement-describes.choose,1.0,0,,Select the statement which describes the data encryption process.,A. Encryption allows data to be transferred securely and data can only be read with a key. | B. Encryption allows data to be transferred securely and data can be accessed without a key. | C. Encryption prevents data from being transferred securely and data can be accessed without a key. | D. Encryption prevents data from being transferred securely and data can only be read with a key.,A. Encryption allows data to be transferred securely and data can only be read with a key.,A,The correct option is Encryption allows data to be transferred securely and data can only be read with a key. This question checks whether you can explain encryption and controlled access to data on networks.,First-pass explanation generated from answer and mapped objective; review before approval.,multiple-choice,1,807466819402614b
approve,Owner approved full reviewed bank for technical import preparation on 2026-05-04.,288,cyberspace-network-security-and-data-transfer.past_paper.topics_07_08_09.q002,cyberspace-network-security-and-data-transfer,"Cyberspace, network security and data transfer",medium,mcq,core,low,,ready_for_review,past_paper,topics_07_08_09.md,"2018 Q1(h), kept as original MCQ",cyberspace-network-security-and-data-transfer.data-transfer-protocols,cyberspace-network-security-and-data-transfer.letters-https-stand.choose,1.0,0,,What do the letters HTTPS stand for?,A. HyperText Transmission Protocol Safety | B. HyperText Transfer Protocol Secure | C. HyperText Transmission Protocol Secure | D. HyperText Transfer Protocol Safety,B. HyperText Transfer Protocol Secure,B,"The correct option is HyperText Transfer Protocol Secure. This question checks whether you can recognise the role and purpose of FTP, HTTP and HTTPS.",First-pass explanation generated from answer and mapped objective; review before approval.,multiple-choice,1,5d44aa4e05ea6a8c
approve,Owner approved full reviewed bank for technical import preparation on 2026-05-04.,289,cyberspace-network-security-and-data-transfer.past_paper.topics_07_08_09.q003,cyberspace-network-security-and-data-transfer,"Cyberspace, network security and data transfer",medium,mcq,core,high,transformed_exam_item,ready_for_review,past_paper,topics_07_08_09.md,"2018 Q6(a), originally 2-mark short answer — converted to MCQ",cyberspace-network-security-and-data-transfer.protection-measures,cyberspace-network-security-and-data-transfer.how-levels-access.choose,1.0,0,,How do levels of access help protect data on a network?,A. They scramble data so it cannot be read if intercepted | B. They limit user activities by classifying access as read only / read and write | C. They block all incoming traffic from the Internet | D. They keep a duplicate copy of all files in case of damage,B. They limit user activities by classifying access as read only / read and write,B,"The correct option is They limit user activities by classifying access as read only / read and write. This question checks whether you can explain how passwords, backups, firewalls and access levels help protect data and networks.",First-pass explanation generated from answer and mapped objective; review before approval.,multiple-choice,1,c642add92349922a
approve,Owner approved full reviewed bank for technical import preparation on 2026-05-04.,291,cyberspace-network-security-and-data-transfer.past_paper.topics_07_08_09.q005,cyberspace-network-security-and-data-transfer,"Cyberspace, network security and data transfer",medium,mcq,core,high,transformed_exam_item,ready_for_review,past_paper,topics_07_08_09.md,"2018 Q8(b), originally 2-mark ""List two tasks"" — converted to MCQ",cyberspace-network-security-and-data-transfer.protection-measures,cyberspace-network-security-and-data-transfer.task-carried-out.choose,1.0,0,,Which of the following is a task carried out by a firewall?,A. Encrypts data before it is transmitted across a network | B. Backs up files to a remote server automatically | C. Replicates itself across a network to take up storage space | D. Controls/monitors data entering or leaving the network,D. Controls/monitors data entering or leaving the network,D,"The correct option is Controls/monitors data entering or leaving the network. This question checks whether you can explain how passwords, backups, firewalls and access levels help protect data and networks.",First-pass explanation generated from answer and mapped objective; review before approval.,multiple-choice,1,dd34b8785e7bb409
approve,Owner approved full reviewed bank for technical import preparation on 2026-05-04.,292,cyberspace-network-security-and-data-transfer.past_paper.topics_07_08_09.q006,cyberspace-network-security-and-data-transfer,"Cyberspace, network security and data transfer",medium,mcq,core,high,transformed_exam_item,ready_for_review,past_paper,topics_07_08_09.md,"2018 Q8(b), originally 2-mark ""List two tasks"" — second task as MCQ",cyberspace-network-security-and-data-transfer.protection-measures,cyberspace-network-security-and-data-transfer.another-task-carried.choose,1.0,0,,Which of the following is another task carried out by a firewall?,A. Prevents hackers from gaining access to the network | B. Stores company data in the cloud | C. Provides electrical power to network devices | D. Translates web addresses into IP addresses,A. Prevents hackers from gaining access to the network,A,"The correct option is Prevents hackers from gaining access to the network. This question checks whether you can explain how passwords, backups, firewalls and access levels help protect data and networks.",First-pass explanation generated from answer and mapped objective; review before approval.,multiple-choice,1,e3721d5905ca862b
approve,Owner approved full reviewed bank for technical import preparation on 2026-05-04.,296,cyberspace-network-security-and-data-transfer.past_paper.topics_07_08_09.q010,cyberspace-network-security-and-data-transfer,"Cyberspace, network security and data transfer",medium,mcq,core,low,,ready_for_review,past_paper,topics_07_08_09.md,"2021 Q1(c), kept as original MCQ",cyberspace-network-security-and-data-transfer.data-transfer-protocols,cyberspace-network-security-and-data-transfer.ftp-stands-multiple.choose,1.0,0,,FTP stands for,A. Field Transfer Protocol | B. File Translation Protocol | C. Field Translation Protocol | D. File Transfer Protocol,D. File Transfer Protocol,D,"The correct option is File Transfer Protocol. This question checks whether you can recognise the role and purpose of FTP, HTTP and HTTPS.",First-pass explanation generated from answer and mapped objective; review before approval.,multiple-choice,1,88c347c7ac76edbe
approve,Owner approved full reviewed bank for technical import preparation on 2026-05-04.,297,cyberspace-network-security-and-data-transfer.past_paper.topics_07_08_09.q011,cyberspace-network-security-and-data-transfer,"Cyberspace, network security and data transfer",medium,fill_gap,core,high,transformed_exam_item,ready_for_review,past_paper,topics_07_08_09.md,"2021 Q9(a), originally 1-mark short answer — kept as fill-in-the-blank",cyberspace-network-security-and-data-transfer.data-transfer-protocols,cyberspace-network-security-and-data-transfer.https-stands-hypertext.complete,1.0,0,,HTTPS stands for HyperText Transfer Protocol _______.,,Secure,Secure,"An accepted answer is Secure. This question checks whether you can recognise the role and purpose of FTP, HTTP and HTTPS.",First-pass explanation generated from answer and mapped objective; review before approval.,fill-in-the-blank,1,c09eda3714b906f5
approve,Owner approved full reviewed bank for technical import preparation on 2026-05-04.,299,cyberspace-network-security-and-data-transfer.past_paper.topics_07_08_09.q013,cyberspace-network-security-and-data-transfer,"Cyberspace, network security and data transfer",medium,mcq,core,high,transformed_exam_item,ready_for_review,past_paper,topics_07_08_09.md,"2021 Q9(c), originally 2-mark ""advice"" — converted to MCQ",cyberspace-network-security-and-data-transfer.protection-measures,cyberspace-network-security-and-data-transfer.describes-secure-password.choose,1.0,0,,Which of the following best describes a secure password?,"A. A real word that is easy for the user to remember | B. The user's date of birth followed by their initials | C. At least 8 characters with mixed numbers, uppercase, lowercase and symbols | D. The same password used across multiple accounts","C. At least 8 characters with mixed numbers, uppercase, lowercase and symbols",C,"The correct option is At least 8 characters with mixed numbers, uppercase, lowercase and symbols. This question checks whether you can explain how passwords, backups, firewalls and access levels help protect data and networks.",First-pass explanation generated from answer and mapped objective; review before approval.,multiple-choice,1,d631612d9f61bd6f
approve,Owner approved full reviewed bank for technical import preparation on 2026-05-04.,300,cyberspace-network-security-and-data-transfer.past_paper.topics_07_08_09.q014,cyberspace-network-security-and-data-transfer,"Cyberspace, network security and data transfer",medium,mcq,core,high,transformed_exam_item,ready_for_review,past_paper,topics_07_08_09.md,"2021 Q9(d), originally 2-mark Describe — converted to MCQ",cyberspace-network-security-and-data-transfer.malware,cyberspace-network-security-and-data-transfer.describes-how-trojan.choose,1.0,0,,Which of the following best describes how a Trojan horse virus enters a computer system?,A. It gains entry 'in disguise' by tricking the user into opening or downloading a program | B. It replicates itself across a network without user action | C. It overloads the system with too many requests at once | D. It is automatically installed by the operating system update,A. It gains entry 'in disguise' by tricking the user into opening or downloading a program,A,The correct option is It gains entry 'in disguise' by tricking the user into opening or downloading a program. This question checks whether you can recognise common forms of malware and how they behave.,First-pass explanation generated from answer and mapped objective; review before approval.,multiple-choice,1,a80b7d289f48e48b
approve,Owner approved full reviewed bank for technical import preparation on 2026-05-04.,301,cyberspace-network-security-and-data-transfer.past_paper.topics_07_08_09.q015,cyberspace-network-security-and-data-transfer,"Cyberspace, network security and data transfer",medium,mcq,core,high,transformed_exam_item,ready_for_review,past_paper,topics_07_08_09.md,"2021 Q10(b), originally 2-mark short answer — converted to MCQ",cyberspace-network-security-and-data-transfer.cybercrime,cyberspace-network-security-and-data-transfer.defines-cybercrime-multiple.choose,1.0,0,,Which of the following best defines cybercrime?,A. Using a computer to commit a crime online or via the Internet | B. Damaging a computer's hardware deliberately | C. Selling counterfeit computer parts in physical shops | D. Writing programs in an outdated programming language,A. Using a computer to commit a crime online or via the Internet,A,The correct option is Using a computer to commit a crime online or via the Internet. This question checks whether you can identify common cybercrimes and what makes them harmful.,First-pass explanation generated from answer and mapped objective; review before approval.,multiple-choice,1,887ac4e6b683b01f
approve,Owner approved full reviewed bank for technical import preparation on 2026-05-04.,302,cyberspace-network-security-and-data-transfer.past_paper.topics_07_08_09.q016,cyberspace-network-security-and-data-transfer,"Cyberspace, network security and data transfer",medium,mcq,core,high,transformed_exam_item,ready_for_review,past_paper,topics_07_08_09.md,"2021 Q10(c), originally 2-mark Describe — converted to MCQ",cyberspace-network-security-and-data-transfer.cybercrime | cyberspace-network-security-and-data-transfer.protection-measures,cyberspace-network-security-and-data-transfer.how-levels-access.choose,1.0,0,,How do levels of access help prevent data theft on a network?,A. By encoding data so that only the recipient can read it | B. By keeping a backup copy of data on a separate server | C. By ensuring authorised users have correct access and preventing unauthorised access | D. By scanning emails for malicious attachments,C. By ensuring authorised users have correct access and preventing unauthorised access,C,"The correct option is By ensuring authorised users have correct access and preventing unauthorised access. This question checks whether you can identify common cybercrimes and what makes them harmful. It also checks whether you can explain how passwords, backups, firewalls and access levels help protect data and networks.",First-pass explanation generated from answer and mapped objective; review before approval.,multiple-choice,1,c7aa4e4ab1f8abd8
approve,Owner approved full reviewed bank for technical import preparation on 2026-05-04.,305,cyberspace-network-security-and-data-transfer.past_paper.topics_07_08_09.q019,cyberspace-network-security-and-data-transfer,"Cyberspace, network security and data transfer",medium,mcq,core,high,transformed_exam_item,ready_for_review,past_paper,topics_07_08_09.md,"2022 Q7(b)(i), originally 2-mark short answer — converted to MCQ",cyberspace-network-security-and-data-transfer.data-transfer-protocols,cyberspace-network-security-and-data-transfer.role-protocol-data.choose,1.0,0,,What is the role of a protocol in data transfer?,A. A program that scans for viruses on a network | B. A piece of hardware used to connect cables together | C. A copy of data kept for emergency recovery | D. A set of rules/standards that allows communication between devices,D. A set of rules/standards that allows communication between devices,D,"The correct option is A set of rules/standards that allows communication between devices. This question checks whether you can recognise the role and purpose of FTP, HTTP and HTTPS.",First-pass explanation generated from answer and mapped objective; review before approval.,multiple-choice,1,3832110ac089ba35
approve,Owner approved full reviewed bank for technical import preparation on 2026-05-04.,306,cyberspace-network-security-and-data-transfer.past_paper.topics_07_08_09.q020,cyberspace-network-security-and-data-transfer,"Cyberspace, network security and data transfer",medium,fill_gap,core,low,,ready_for_review,past_paper,topics_07_08_09.md,"2022 Q7(b)(ii), kept as original 1-mark short answer",cyberspace-network-security-and-data-transfer.data-transfer-protocols,cyberspace-network-security-and-data-transfer.ftp-stands-file.complete,1.0,0,,FTP stands for File _______ Protocol.,,Transfer,Transfer,"An accepted answer is Transfer. This question checks whether you can recognise the role and purpose of FTP, HTTP and HTTPS.",First-pass explanation generated from answer and mapped objective; review before approval.,fill-in-the-blank,1,bfa568e244876b93
approve,Owner approved full reviewed bank for technical import preparation on 2026-05-04.,307,cyberspace-network-security-and-data-transfer.past_paper.topics_07_08_09.q021,cyberspace-network-security-and-data-transfer,"Cyberspace, network security and data transfer",medium,mcq,core,high,transformed_exam_item,ready_for_review,past_paper,topics_07_08_09.md,"2022 Q7(b)(iii), originally 2-mark Describe — converted to MCQ",cyberspace-network-security-and-data-transfer.data-transfer-protocols,cyberspace-network-security-and-data-transfer.main-purpose-https.choose,1.0,0,,What is the main purpose of HTTPS in data transfer?,A. To enable users to safely use the Internet by securing data from being intercepted | B. To compress data so that it transfers faster across the network | C. To translate domain names into numerical IP addresses | D. To convert analogue signals into digital signals,A. To enable users to safely use the Internet by securing data from being intercepted,A,"The correct option is To enable users to safely use the Internet by securing data from being intercepted. This question checks whether you can recognise the role and purpose of FTP, HTTP and HTTPS.",First-pass explanation generated from answer and mapped objective; review before approval.,multiple-choice,1,3b303094aeb4a7f1
approve,Owner approved full reviewed bank for technical import preparation on 2026-05-04.,309,cyberspace-network-security-and-data-transfer.past_paper.topics_07_08_09.q023,cyberspace-network-security-and-data-transfer,"Cyberspace, network security and data transfer",medium,mcq,core,high,transformed_exam_item,ready_for_review,past_paper,topics_07_08_09.md,"2022 Q12(b)(i), originally 2-mark short answer — converted to MCQ",cyberspace-network-security-and-data-transfer.encryption-and-access-control,cyberspace-network-security-and-data-transfer.describes-encryption-multiple.choose,1.0,0,,Which of the following best describes encryption?,A. Encoding/scrambling data so that it is meaningless if intercepted | B. Compressing data to reduce file size before transmission | C. Backing up data to a separate physical location | D. Filtering data to remove unwanted advertisements,A. Encoding/scrambling data so that it is meaningless if intercepted,A,The correct option is Encoding/scrambling data so that it is meaningless if intercepted. This question checks whether you can explain encryption and controlled access to data on networks.,First-pass explanation generated from answer and mapped objective; review before approval.,multiple-choice,1,c867c9d36d130b4b
approve,Owner approved full reviewed bank for technical import preparation on 2026-05-04.,310,cyberspace-network-security-and-data-transfer.past_paper.topics_07_08_09.q024,cyberspace-network-security-and-data-transfer,"Cyberspace, network security and data transfer",medium,mcq,core,high,transformed_exam_item,ready_for_review,past_paper,topics_07_08_09.md,"2022 Q12(b)(ii), originally 2-mark Describe — converted to MCQ",cyberspace-network-security-and-data-transfer.protection-measures,cyberspace-network-security-and-data-transfer.how-firewall-protect.choose,1.0,0,,How does a firewall protect a network?,A. By making backup copies of all files automatically | B. By scrambling data so it cannot be read if intercepted | C. By replicating data across multiple servers in the cloud | D. By monitoring and controlling incoming and outgoing data,D. By monitoring and controlling incoming and outgoing data,D,"The correct option is By monitoring and controlling incoming and outgoing data. This question checks whether you can explain how passwords, backups, firewalls and access levels help protect data and networks.",First-pass explanation generated from answer and mapped objective; review before approval.,multiple-choice,1,90165bae7768ff0f
approve,Owner approved full reviewed bank for technical import preparation on 2026-05-04.,311,cyberspace-network-security-and-data-transfer.past_paper.topics_07_08_09.q025,cyberspace-network-security-and-data-transfer,"Cyberspace, network security and data transfer",medium,mcq,core,high,transformed_exam_item,ready_for_review,past_paper,topics_07_08_09.md,"2023 Q8(a), originally 2-mark short answer — converted to MCQ",cyberspace-network-security-and-data-transfer.data-transfer-protocols,cyberspace-network-security-and-data-transfer.communication-protocol-multiple.choose,1.0,0,,What is a communication protocol?,A. A piece of hardware that connects networks together | B. A set of rules for sending and receiving data between devices | C. A backup copy of data stored in a remote location | D. A program designed to slow down a computer system,B. A set of rules for sending and receiving data between devices,B,"The correct option is A set of rules for sending and receiving data between devices. This question checks whether you can recognise the role and purpose of FTP, HTTP and HTTPS.",First-pass explanation generated from answer and mapped objective; review before approval.,multiple-choice,1,beb9384a98ffd99d
approve,Owner approved full reviewed bank for technical import preparation on 2026-05-04.,312,cyberspace-network-security-and-data-transfer.past_paper.topics_07_08_09.q026,cyberspace-network-security-and-data-transfer,"Cyberspace, network security and data transfer",medium,mcq,core,high,transformed_exam_item,ready_for_review,past_paper,topics_07_08_09.md,"2023 Q8(b), kept as original short answer — converted to MCQ",cyberspace-network-security-and-data-transfer.data-transfer-protocols,cyberspace-network-security-and-data-transfer.protocol-required-ensure.choose,1.0,0,,Which protocol is required to ensure that data transmitted is secure?,A. FTP | B. HTTP | C. HTTPS | D. TCP,C. HTTPS,C,"The correct option is HTTPS. This question checks whether you can recognise the role and purpose of FTP, HTTP and HTTPS.",First-pass explanation generated from answer and mapped objective; review before approval.,multiple-choice,1,519d844dd2cd77c2
approve,Owner approved full reviewed bank for technical import preparation on 2026-05-04.,313,cyberspace-network-security-and-data-transfer.past_paper.topics_07_08_09.q027,cyberspace-network-security-and-data-transfer,"Cyberspace, network security and data transfer",medium,mcq,core,high,transformed_exam_item,ready_for_review,past_paper,topics_07_08_09.md,"2023 Q8(c), originally 1-mark Explain — converted to MCQ",cyberspace-network-security-and-data-transfer.cybercrime,cyberspace-network-security-and-data-transfer.describes-phishing-email.choose,1.0,0,,Which of the following best describes a phishing email attack?,A. An attempt to overload a server with too many requests | B. An attempt to record every keystroke entered by the user | C. An attempt to obtain personal or sensitive information by pretending to be someone else | D. An attempt to physically damage computer hardware,C. An attempt to obtain personal or sensitive information by pretending to be someone else,C,The correct option is An attempt to obtain personal or sensitive information by pretending to be someone else. This question checks whether you can identify common cybercrimes and what makes them harmful.,First-pass explanation generated from answer and mapped objective; review before approval.,multiple-choice,1,a1ac30f4a7fa8ba2
approve,Owner approved full reviewed bank for technical import preparation on 2026-05-04.,315,cyberspace-network-security-and-data-transfer.past_paper.topics_07_08_09.q029,cyberspace-network-security-and-data-transfer,"Cyberspace, network security and data transfer",medium,mcq,core,high,transformed_exam_item,ready_for_review,past_paper,topics_07_08_09.md,"2023 Q8(e), originally 2-mark Explain — converted to MCQ",cyberspace-network-security-and-data-transfer.encryption-and-access-control,cyberspace-network-security-and-data-transfer.statement-explains-encryption.choose,1.0,0,,Which statement best explains the term encryption?,A. Data is unreadable or meaningless if intercepted because it has been encoded with a key | B. Data is automatically copied to several locations to prevent loss | C. Data is compressed to allow faster transfer across a network | D. Data is filtered to remove duplicate records before storage,A. Data is unreadable or meaningless if intercepted because it has been encoded with a key,A,The correct option is Data is unreadable or meaningless if intercepted because it has been encoded with a key. This question checks whether you can explain encryption and controlled access to data on networks.,First-pass explanation generated from answer and mapped objective; review before approval.,multiple-choice,1,be74437b73116428
approve,Owner approved full reviewed bank for technical import preparation on 2026-05-04.,316,cyberspace-network-security-and-data-transfer.past_paper.topics_07_08_09.q030,cyberspace-network-security-and-data-transfer,"Cyberspace, network security and data transfer",medium,mcq,core,low,,ready_for_review,past_paper,topics_07_08_09.md,"2024 Q1(j), kept as original MCQ",cyberspace-network-security-and-data-transfer.protection-measures,cyberspace-network-security-and-data-transfer.should-strong-password.choose,1.0,0,,What should a strong password consist of?,"A. Only letters | B. Numbers and special characters | C. Name of a person | D. Letters, numbers, and special characters","D. Letters, numbers, and special characters",D,"The correct option is Letters, numbers, and special characters. This question checks whether you can explain how passwords, backups, firewalls and access levels help protect data and networks.",First-pass explanation generated from answer and mapped objective; review before approval.,multiple-choice,1,071b965bd3157fe8
approve,Owner approved full reviewed bank for technical import preparation on 2026-05-04.,318,cyberspace-network-security-and-data-transfer.past_paper.topics_07_08_09.q032,cyberspace-network-security-and-data-transfer,"Cyberspace, network security and data transfer",medium,fill_gap,core,low,,ready_for_review,past_paper,topics_07_08_09.md,"2024 Q6(e), kept as original 1-mark short answer",cyberspace-network-security-and-data-transfer.data-transfer-protocols,cyberspace-network-security-and-data-transfer.protocol-world-wide.complete,1.0,0,,The protocol the World Wide Web (WWW) uses for secure data transmissions is _______.,,HTTPS,HTTPS,"An accepted answer is HTTPS. This question checks whether you can recognise the role and purpose of FTP, HTTP and HTTPS.",First-pass explanation generated from answer and mapped objective; review before approval.,fill-in-the-blank,1,c41e1829ba5ad9b4
approve,Owner approved full reviewed bank for technical import preparation on 2026-05-04.,327,cyberspace-network-security-and-data-transfer.past_paper.topics_07_08_09.q041,cyberspace-network-security-and-data-transfer,"Cyberspace, network security and data transfer",medium,mcq,core,high,transformed_exam_item,ready_for_review,past_paper,topics_07_08_09.md,"2024 Q11(c), originally 2-mark ""List two steps"" — converted to MCQ",cyberspace-network-security-and-data-transfer.protection-measures,cyberspace-network-security-and-data-transfer.step-organisation-can.choose,1.0,0,,Which of the following is a step an organisation can take to stop hackers gaining entry to a computer system?,A. Sharing all login passwords with every employee | B. Disabling all security updates and patches | C. Connecting the network directly to the public Internet | D. Using a firewall to control access to the network,D. Using a firewall to control access to the network,D,"The correct option is Using a firewall to control access to the network. This question checks whether you can explain how passwords, backups, firewalls and access levels help protect data and networks.",First-pass explanation generated from answer and mapped objective; review before approval.,multiple-choice,1,58c2c055b204299e
approve,Owner approved full reviewed bank for technical import preparation on 2026-05-04.,328,cyberspace-network-security-and-data-transfer.past_paper.topics_07_08_09.q042,cyberspace-network-security-and-data-transfer,"Cyberspace, network security and data transfer",medium,mcq,core,high,transformed_exam_item,ready_for_review,past_paper,topics_07_08_09.md,"2024 Q11(c), originally 2-mark ""List two steps"" — second step as MCQ",cyberspace-network-security-and-data-transfer.protection-measures,cyberspace-network-security-and-data-transfer.another-step-organisation.choose,1.0,0,,Which of the following is another step an organisation can take to stop hackers gaining entry to a computer system?,A. Removing all user IDs and password protection | B. Implementing two-factor authorisation for users | C. Allowing all employees full administrator privileges | D. Disabling encryption on data transmissions,B. Implementing two-factor authorisation for users,B,"The correct option is Implementing two-factor authorisation for users. This question checks whether you can explain how passwords, backups, firewalls and access levels help protect data and networks.",First-pass explanation generated from answer and mapped objective; review before approval.,multiple-choice,1,a13e5ed976694cad
approve,Owner approved full reviewed bank for technical import preparation on 2026-05-04.,330,cyberspace-network-security-and-data-transfer.past_paper.topics_07_08_09.q044,cyberspace-network-security-and-data-transfer,"Cyberspace, network security and data transfer",medium,mcq,core,high,transformed_exam_item,ready_for_review,past_paper,topics_07_08_09.md,"2025 Q11(b)(i), originally 2-mark short answer — converted to MCQ",cyberspace-network-security-and-data-transfer.malware,cyberspace-network-security-and-data-transfer.malware-refer-multiple.choose,1.0,0,,What does the term malware refer to?,A. Hardware that has become physically faulty | B. A backup copy of important user files | C. A protocol for sending emails securely | D. Malicious software designed to harm a computer system or data,D. Malicious software designed to harm a computer system or data,D,The correct option is Malicious software designed to harm a computer system or data. This question checks whether you can recognise common forms of malware and how they behave.,First-pass explanation generated from answer and mapped objective; review before approval.,multiple-choice,1,4c86c41b3aab2c7f
approve,Owner approved full reviewed bank for technical import preparation on 2026-05-04.,331,cyberspace-network-security-and-data-transfer.past_paper.topics_07_08_09.q045,cyberspace-network-security-and-data-transfer,"Cyberspace, network security and data transfer",medium,mcq,core,high,transformed_exam_item,ready_for_review,past_paper,topics_07_08_09.md,"2025 Q11(b)(ii), kept as original ""State one type"" — converted to MCQ",cyberspace-network-security-and-data-transfer.malware,cyberspace-network-security-and-data-transfer.malware-multiple-choice.choose,1.0,0,,Which of the following is a type of malware?,A. Firewall | B. Encryption | C. Trojan horse | D. Backup,C. Trojan horse,C,The correct option is Trojan horse. This question checks whether you can recognise common forms of malware and how they behave.,First-pass explanation generated from answer and mapped objective; review before approval.,multiple-choice,1,de335d8af7dffc82
approve,Owner approved full reviewed bank for technical import preparation on 2026-05-04.,332,cyberspace-network-security-and-data-transfer.past_paper.topics_07_08_09.q046,cyberspace-network-security-and-data-transfer,"Cyberspace, network security and data transfer",medium,mcq,core,high,transformed_exam_item,ready_for_review,past_paper,topics_07_08_09.md,"2025 Q13, originally part of 10-term match — converted to MCQ",cyberspace-network-security-and-data-transfer.malware,cyberspace-network-security-and-data-transfer.matches-definition-malicious.choose,1.0,0,,Which term matches the following definition: 'A malicious software program designed to copy itself over and over again and attach itself to other programs.'?,A. Backup | B. Firewall | C. Virus | D. Spyware,C. Virus,C,The correct option is Virus. This question checks whether you can recognise common forms of malware and how they behave.,First-pass explanation generated from answer and mapped objective; review before approval.,multiple-choice,1,fd54c85c5fad9dd6
